Region/Country/Area,,Year,Series,Value,Footnotes
246,Finland,2020,Employment by industry: Industry (%) Male,34.428,Estimate.
246,Finland,2020,Employment by industry: Services (%) Male,60.57,Estimate.
246,Finland,2020,Employment by industry: Agriculture (%) Female,1.909,Estimate.
246,Finland,2020,Employment by industry: Industry (%) Female,8.655,Estimate.
246,Finland,2020,Employment by industry: Services (%) Female,89.436,Estimate.
250,France,2005,Employment by industry: Agriculture (%) Male and Female,3.637,
250,France,2005,Employment by industry: Industry (%) Male and Female,23.777,
250,France,2005,Employment by industry: Services (%) Male and Female,72.587,
250,France,2005,Employment by industry: Agriculture (%) Male,4.791,
250,France,2005,Employment by industry: Industry (%) Male,33.84,
250,France,2005,Employment by industry: Services (%) Male,61.368,
250,France,2005,Employment by industry: Agriculture (%) Female,2.293,
250,France,2005,Employment by industry: Industry (%) Female,12.066,
250,France,2005,Employment by industry: Services (%) Female,85.641,
250,France,2010,Employment by industry: Agriculture (%) Male and Female,2.908,
250,France,2010,Employment by industry: Industry (%) Male and Female,22.254,
250,France,2010,Employment by industry: Services (%) Male and Female,74.838,
250,France,2010,Employment by industry: Agriculture (%) Male,3.915,
250,France,2010,Employment by industry: Industry (%) Male,33.061,
250,France,2010,Employment by industry: Services (%) Male,63.024,
250,France,2010,Employment by industry: Agriculture (%) Female,1.779,
250,France,2010,Employment by industry: Industry (%) Female,10.159,
250,France,2010,Employment by industry: Services (%) Female,88.062,
250,France,2015,Employment by industry: Agriculture (%) Male and Female,2.745,
250,France,2015,Employment by industry: Industry (%) Male and Female,20.376,
250,France,2015,Employment by industry: Services (%) Male and Female,76.879,
250,France,2015,Employment by industry: Agriculture (%) Male,3.753,
250,France,2015,Employment by industry: Industry (%) Male,30.506,
250,France,2015,Employment by industry: Services (%) Male,65.74,
250,France,2015,Employment by industry: Agriculture (%) Female,1.652,
250,France,2015,Employment by industry: Industry (%) Female,9.403,
250,France,2015,Employment by industry: Services (%) Female,88.944,
250,France,2020,Employment by industry: Agriculture (%) Male and Female,2.38,Estimate.
250,France,2020,Employment by industry: Industry (%) Male and Female,19.892,Estimate.
250,France,2020,Employment by industry: Services (%) Male and Female,77.728,Estimate.
250,France,2020,Employment by industry: Agriculture (%) Male,3.372,Estimate.
250,France,2020,Employment by industry: Industry (%) Male,29.719,Estimate.
250,France,2020,Employment by industry: Services (%) Male,66.91,Estimate.
250,France,2020,Employment by industry: Agriculture (%) Female,1.314,Estimate.
250,France,2020,Employment by industry: Industry (%) Female,9.34,Estimate.
250,France,2020,Employment by industry: Services (%) Female,89.346,Estimate.
254,French Guiana,2010,Employment by industry: Industry (%) Male and Female,14.1,Excluding the institutional population.;Population aged 15 to 64 years.
254,French Guiana,2010,Employment by industry: Services (%) Male and Female,51.5,Excluding the institutional population.;Population aged 15 to 64 years.
254,French Guiana,2012,Employment by industry: Industry (%) Male and Female,14.9,Excluding the institutional population.;Population aged 15 to 64 years.
254,French Guiana,2012,Employment by industry: Services (%) Male and Female,58.3,Excluding the institutional population.;Population aged 15 to 64 years.
258,French Polynesia,2005,Employment by industry: Agriculture (%) Male and Female,9.3,Estimate.
258,French Polynesia,2005,Employment by industry: Industry (%) Male and Female,17.563,Estimate.
258,French Polynesia,2005,Employment by industry: Services (%) Male and Female,73.137,Estimate.
258,French Polynesia,2005,Employment by industry: Agriculture (%) Male,11.828,Estimate.
258,French Polynesia,2005,Employment by industry: Industry (%) Male,24.423,Estimate.
258,French Polynesia,2005,Employment by industry: Services (%) Male,63.749,Estimate.
258,French Polynesia,2005,Employment by industry: Agriculture (%) Female,5.542,Estimate.
258,French Polynesia,2005,Employment by industry: Industry (%) Female,7.366,Estimate.
258,French Polynesia,2005,Employment by industry: Services (%) Female,87.092,Estimate.
258,French Polynesia,2010,Employment by industry: Agriculture (%) Male and Female,8.695,Estimate.
258,French Polynesia,2010,Employment by industry: Industry (%) Male and Female,16.378,Estimate.
258,French Polynesia,2010,Employment by industry: Services (%) Male and Female,74.926,Estimate.
258,French Polynesia,2010,Employment by industry: Agriculture (%) Male,11.195,Estimate.
258,French Polynesia,2010,Employment by industry: Industry (%) Male,23.669,Estimate.
258,French Polynesia,2010,Employment by industry: Services (%) Male,65.135,Estimate.
258,French Polynesia,2010,Employment by industry: Agriculture (%) Female,5.216,Estimate.
258,French Polynesia,2010,Employment by industry: Industry (%) Female,6.231,Estimate.
258,French Polynesia,2010,Employment by industry: Services (%) Female,88.554,Estimate.
258,French Polynesia,2015,Employment by industry: Agriculture (%) Male and Female,7.736,Estimate.
258,French Polynesia,2015,Employment by industry: Industry (%) Male and Female,15.122,Estimate.
258,French Polynesia,2015,Employment by industry: Services (%) Male and Female,77.142,Estimate.
258,French Polynesia,2015,Employment by industry: Agriculture (%) Male,10.2,Estimate.
258,French Polynesia,2015,Employment by industry: Industry (%) Male,22.353,Estimate.
258,French Polynesia,2015,Employment by industry: Services (%) Male,67.447,Estimate.
258,French Polynesia,2015,Employment by industry: Agriculture (%) Female,4.45,Estimate.
258,French Polynesia,2015,Employment by industry: Industry (%) Female,5.481,Estimate.
258,French Polynesia,2015,Employment by industry: Services (%) Female,90.069,Estimate.
258,French Polynesia,2020,Employment by industry: Agriculture (%) Male and Female,6.775,Estimate.
258,French Polynesia,2020,Employment by industry: Industry (%) Male and Female,14.598,Estimate.
258,French Polynesia,2020,Employment by industry: Services (%) Male and Female,78.627,Estimate.
258,French Polynesia,2020,Employment by industry: Agriculture (%) Male,9.102,Estimate.
258,French Polynesia,2020,Employment by industry: Industry (%) Male,21.892,Estimate.
258,French Polynesia,2020,Employment by industry: Services (%) Male,69.006,Estimate.
258,French Polynesia,2020,Employment by industry: Agriculture (%) Female,3.696,Estimate.
258,French Polynesia,2020,Employment by industry: Industry (%) Female,4.944,Estimate.
258,French Polynesia,2020,Employment by industry: Services (%) Female,91.36,Estimate.
266,Gabon,2005,Employment by industry: Agriculture (%) Male and Female,39.032,Estimate.
266,Gabon,2005,Employment by industry: Industry (%) Male and Female,9.941,Estimate.
266,Gabon,2005,Employment by industry: Services (%) Male and Female,51.027,Estimate.
266,Gabon,2005,Employment by industry: Agriculture (%) Male,28.477,Estimate.
266,Gabon,2005,Employment by industry: Industry (%) Male,14.41,Estimate.
266,Gabon,2005,Employment by industry: Services (%) Male,57.113,Estimate.
266,Gabon,2005,Employment by industry: Agriculture (%) Female,56.883,Estimate.
266,Gabon,2005,Employment by industry: Industry (%) Female,2.383,Estimate.
266,Gabon,2005,Employment by industry: Services (%) Female,40.734,Estimate.
266,Gabon,2010,Employment by industry: Agriculture (%) Male and Female,37.221,Estimate.
266,Gabon,2010,Employment by industry: Industry (%) Male and Female,10.214,Estimate.
266,Gabon,2010,Employment by industry: Services (%) Male and Female,52.565,Estimate.
266,Gabon,2010,Employment by industry: Agriculture (%) Male,27.616,Estimate.
266,Gabon,2010,Employment by industry: Industry (%) Male,14.536,Estimate.
266,Gabon,2010,Employment by industry: Services (%) Male,57.848,Estimate.
266,Gabon,2010,Employment by industry: Agriculture (%) Female,54.446,Estimate.
266,Gabon,2010,Employment by industry: Industry (%) Female,2.464,Estimate.
266,Gabon,2010,Employment by industry: Services (%) Female,43.09,Estimate.
266,Gabon,2015,Employment by industry: Agriculture (%) Male and Female,34.906,Estimate.
266,Gabon,2015,Employment by industry: Industry (%) Male and Female,10.572,Estimate.
266,Gabon,2015,Employment by industry: Services (%) Male and Female,54.521,Estimate.
266,Gabon,2015,Employment by industry: Agriculture (%) Male,25.555,Estimate.
266,Gabon,2015,Employment by industry: Industry (%) Male,15.058,Estimate.
266,Gabon,2015,Employment by industry: Services (%) Male,59.386,Estimate.
266,Gabon,2015,Employment by industry: Agriculture (%) Female,51.43,Estimate.
266,Gabon,2015,Employment by industry: Industry (%) Female,2.645,Estimate.
266,Gabon,2015,Employment by industry: Services (%) Female,45.925,Estimate.
266,Gabon,2020,Employment by industry: Agriculture (%) Male and Female,32.359,Estimate.
266,Gabon,2020,Employment by industry: Industry (%) Male and Female,10.777,Estimate.
266,Gabon,2020,Employment by industry: Services (%) Male and Female,56.864,Estimate.
266,Gabon,2020,Employment by industry: Agriculture (%) Male,23.985,Estimate.
266,Gabon,2020,Employment by industry: Industry (%) Male,15.241,Estimate.
266,Gabon,2020,Employment by industry: Services (%) Male,60.774,Estimate.
266,Gabon,2020,Employment by industry: Agriculture (%) Female,47.25,Estimate.
266,Gabon,2020,Employment by industry: Industry (%) Female,2.84,Estimate.
266,Gabon,2020,Employment by industry: Services (%) Female,49.91,Estimate.
270,Gambia,2005,Employment by industry: Agriculture (%) Male and Female,33.676,Estimate.
270,Gambia,2005,Employment by industry: Industry (%) Male and Female,16.545,Estimate.
270,Gambia,2005,Employment by industry: Services (%) Male and Female,49.779,Estimate.
270,Gambia,2005,Employment by industry: Agriculture (%) Male,27.431,Estimate.
270,Gambia,2005,Employment by industry: Industry (%) Male,24.571,Estimate.
270,Gambia,2005,Employment by industry: Services (%) Male,47.998,Estimate.
270,Gambia,2005,Employment by industry: Agriculture (%) Female,42.744,Estimate.
270,Gambia,2005,Employment by industry: Industry (%) Female,4.892,Estimate.
270,Gambia,2005,Employment by industry: Services (%) Female,52.364,Estimate.
270,Gambia,2010,Employment by industry: Agriculture (%) Male and Female,31,Estimate.
270,Gambia,2010,Employment by industry: Industry (%) Male and Female,16.4,Estimate.
270,Gambia,2010,Employment by industry: Services (%) Male and Female,52.6,Estimate.
270,Gambia,2010,Employment by industry: Agriculture (%) Male,25.626,Estimate.
270,Gambia,2010,Employment by industry: Industry (%) Male,24.809,Estimate.
270,Gambia,2010,Employment by industry: Services (%) Male,49.565,Estimate.
270,Gambia,2010,Employment by industry: Agriculture (%) Female,38.521,Estimate.
270,Gambia,2010,Employment by industry: Industry (%) Female,4.631,Estimate.
270,Gambia,2010,Employment by industry: Services (%) Female,56.848,Estimate.
270,Gambia,2015,Employment by industry: Agriculture (%) Male and Female,29.218,Estimate.
270,Gambia,2015,Employment by industry: Industry (%) Male and Female,15.846,Estimate.
270,Gambia,2015,Employment by industry: Services (%) Male and Female,54.936,Estimate.
270,Gambia,2015,Employment by industry: Agriculture (%) Male,24.282,Estimate.
270,Gambia,2015,Employment by industry: Industry (%) Male,24.359,Estimate.
270,Gambia,2015,Employment by industry: Services (%) Male,51.359,Estimate.
270,Gambia,2015,Employment by industry: Agriculture (%) Female,35.969,Estimate.
270,Gambia,2015,Employment by industry: Industry (%) Female,4.203,Estimate.
270,Gambia,2015,Employment by industry: Services (%) Female,59.829,Estimate.
270,Gambia,2020,Employment by industry: Agriculture (%) Male and Female,26.569,Estimate.
270,Gambia,2020,Employment by industry: Industry (%) Male and Female,15.771,Estimate.
270,Gambia,2020,Employment by industry: Services (%) Male and Female,57.66,Estimate.
270,Gambia,2020,Employment by industry: Agriculture (%) Male,22.454,Estimate.
270,Gambia,2020,Employment by industry: Industry (%) Male,24.493,Estimate.
270,Gambia,2020,Employment by industry: Services (%) Male,53.053,Estimate.
270,Gambia,2020,Employment by industry: Agriculture (%) Female,32.13,Estimate.
270,Gambia,2020,Employment by industry: Industry (%) Female,3.983,Estimate.
270,Gambia,2020,Employment by industry: Services (%) Female,63.887,Estimate.
268,Georgia,2005,Employment by industry: Agriculture (%) Male and Female,54.341,
268,Georgia,2005,Employment by industry: Industry (%) Male and Female,9.292,
268,Georgia,2005,Employment by industry: Services (%) Male and Female,36.367,
268,Georgia,2005,Employment by industry: Agriculture (%) Male,51.767,
268,Georgia,2005,Employment by industry: Industry (%) Male,13.719,
268,Georgia,2005,Employment by industry: Services (%) Male,34.514,
268,Georgia,2005,Employment by industry: Agriculture (%) Female,57.207,
268,Georgia,2005,Employment by industry: Industry (%) Female,4.362,
268,Georgia,2005,Employment by industry: Services (%) Female,38.431,
268,Georgia,2010,Employment by industry: Agriculture (%) Male and Female,48.087,
268,Georgia,2010,Employment by industry: Industry (%) Male and Female,10.602,
268,Georgia,2010,Employment by industry: Services (%) Male and Female,41.311,
268,Georgia,2010,Employment by industry: Agriculture (%) Male,46.394,
268,Georgia,2010,Employment by industry: Industry (%) Male,16.301,
268,Georgia,2010,Employment by industry: Services (%) Male,37.305,
268,Georgia,2010,Employment by industry: Agriculture (%) Female,49.994,
268,Georgia,2010,Employment by industry: Industry (%) Female,4.183,
268,Georgia,2010,Employment by industry: Services (%) Female,45.823,
268,Georgia,2015,Employment by industry: Agriculture (%) Male and Female,44.048,
268,Georgia,2015,Employment by industry: Industry (%) Male and Female,11.018,
268,Georgia,2015,Employment by industry: Services (%) Male and Female,44.934,
268,Georgia,2015,Employment by industry: Agriculture (%) Male,41.342,
268,Georgia,2015,Employment by industry: Industry (%) Male,16.265,
268,Georgia,2015,Employment by industry: Services (%) Male,42.393,
268,Georgia,2015,Employment by industry: Agriculture (%) Female,47.11,
268,Georgia,2015,Employment by industry: Industry (%) Female,5.08,
268,Georgia,2015,Employment by industry: Services (%) Female,47.81,
268,Georgia,2020,Employment by industry: Agriculture (%) Male and Female,41.291,Estimate.
268,Georgia,2020,Employment by industry: Industry (%) Male and Female,14.227,Estimate.
268,Georgia,2020,Employment by industry: Services (%) Male and Female,44.482,Estimate.
268,Georgia,2020,Employment by industry: Agriculture (%) Male,39.286,Estimate.
268,Georgia,2020,Employment by industry: Industry (%) Male,21.34,Estimate.
268,Georgia,2020,Employment by industry: Services (%) Male,39.373,Estimate.
268,Georgia,2020,Employment by industry: Agriculture (%) Female,43.67,Estimate.
268,Georgia,2020,Employment by industry: Industry (%) Female,5.789,Estimate.
268,Georgia,2020,Employment by industry: Services (%) Female,50.541,Estimate.
276,Germany,2005,Employment by industry: Agriculture (%) Male and Female,2.374,
276,Germany,2005,Employment by industry: Industry (%) Male and Female,29.84,
276,Germany,2005,Employment by industry: Services (%) Male and Female,67.786,
276,Germany,2005,Employment by industry: Agriculture (%) Male,2.894,
276,Germany,2005,Employment by industry: Industry (%) Male,41.071,
276,Germany,2005,Employment by industry: Services (%) Male,56.035,
276,Germany,2005,Employment by industry: Agriculture (%) Female,1.733,
276,Germany,2005,Employment by industry: Industry (%) Female,16.014,
276,Germany,2005,Employment by industry: Services (%) Female,82.253,
276,Germany,2010,Employment by industry: Agriculture (%) Male and Female,1.647,
276,Germany,2010,Employment by industry: Industry (%) Male and Female,28.309,
276,Germany,2010,Employment by industry: Services (%) Male and Female,70.043,
276,Germany,2010,Employment by industry: Agriculture (%) Male,2.028,
276,Germany,2010,Employment by industry: Industry (%) Male,40.182,
276,Germany,2010,Employment by industry: Services (%) Male,57.789,
276,Germany,2010,Employment by industry: Agriculture (%) Female,1.197,
276,Germany,2010,Employment by industry: Industry (%) Female,14.265,
276,Germany,2010,Employment by industry: Services (%) Female,84.538,
276,Germany,2015,Employment by industry: Agriculture (%) Male and Female,1.394,
276,Germany,2015,Employment by industry: Industry (%) Male and Female,27.689,
276,Germany,2015,Employment by industry: Services (%) Male and Female,70.917,
276,Germany,2015,Employment by industry: Agriculture (%) Male,1.775,
276,Germany,2015,Employment by industry: Industry (%) Male,39.695,
276,Germany,2015,Employment by industry: Services (%) Male,58.53,
276,Germany,2015,Employment by industry: Agriculture (%) Female,0.955,
276,Germany,2015,Employment by industry: Industry (%) Female,13.858,
276,Germany,2015,Employment by industry: Services (%) Female,85.187,
276,Germany,2020,Employment by industry: Agriculture (%) Male and Female,1.169,Estimate.
276,Germany,2020,Employment by industry: Industry (%) Male and Female,26.779,Estimate.
276,Germany,2020,Employment by industry: Services (%) Male and Female,72.052,Estimate.
276,Germany,2020,Employment by industry: Agriculture (%) Male,1.508,Estimate.
276,Germany,2020,Employment by industry: Industry (%) Male,38.327,Estimate.
276,Germany,2020,Employment by industry: Services (%) Male,60.165,Estimate.
276,Germany,2020,Employment by industry: Agriculture (%) Female,0.778,Estimate.
276,Germany,2020,Employment by industry: Industry (%) Female,13.493,Estimate.
276,Germany,2020,Employment by industry: Services (%) Female,85.729,Estimate.
288,Ghana,2005,Employment by industry: Agriculture (%) Male and Female,54.977,Estimate.
288,Ghana,2005,Employment by industry: Industry (%) Male and Female,14.165,Estimate.
288,Ghana,2005,Employment by industry: Services (%) Male and Female,30.858,Estimate.
288,Ghana,2005,Employment by industry: Agriculture (%) Male,58.898,Estimate.
288,Ghana,2005,Employment by industry: Industry (%) Male,14.07,Estimate.
288,Ghana,2005,Employment by industry: Services (%) Male,27.032,Estimate.
288,Ghana,2005,Employment by industry: Agriculture (%) Female,50.765,Estimate.
288,Ghana,2005,Employment by industry: Industry (%) Female,14.267,Estimate.
288,Ghana,2005,Employment by industry: Services (%) Female,34.969,Estimate.
288,Ghana,2010,Employment by industry: Agriculture (%) Male and Female,50.233,Estimate.
288,Ghana,2010,Employment by industry: Industry (%) Male and Female,13.667,Estimate.
288,Ghana,2010,Employment by industry: Services (%) Male and Female,36.1,Estimate.
288,Ghana,2010,Employment by industry: Agriculture (%) Male,53.993,Estimate.
288,Ghana,2010,Employment by industry: Industry (%) Male,14.943,Estimate.
288,Ghana,2010,Employment by industry: Services (%) Male,31.065,Estimate.
288,Ghana,2010,Employment by industry: Agriculture (%) Female,46.023,Estimate.
288,Ghana,2010,Employment by industry: Industry (%) Female,12.239,Estimate.
288,Ghana,2010,Employment by industry: Services (%) Female,41.739,Estimate.
288,Ghana,2015,Employment by industry: Agriculture (%) Male and Female,35.178,
288,Ghana,2015,Employment by industry: Industry (%) Male and Female,18.685,
288,Ghana,2015,Employment by industry: Services (%) Male and Female,46.137,
288,Ghana,2015,Employment by industry: Agriculture (%) Male,41.877,
288,Ghana,2015,Employment by industry: Industry (%) Male,17.353,
288,Ghana,2015,Employment by industry: Services (%) Male,40.77,
288,Ghana,2015,Employment by industry: Agriculture (%) Female,27.448,
288,Ghana,2015,Employment by industry: Industry (%) Female,20.222,
288,Ghana,2015,Employment by industry: Services (%) Female,52.33,
288,Ghana,2020,Employment by industry: Agriculture (%) Male and Female,28.46,Estimate.
288,Ghana,2020,Employment by industry: Industry (%) Male and Female,22.185,Estimate.
288,Ghana,2020,Employment by industry: Services (%) Male and Female,49.355,Estimate.
288,Ghana,2020,Employment by industry: Agriculture (%) Male,34.692,Estimate.
288,Ghana,2020,Employment by industry: Industry (%) Male,20.561,Estimate.
288,Ghana,2020,Employment by industry: Services (%) Male,44.746,Estimate.
288,Ghana,2020,Employment by industry: Agriculture (%) Female,21.251,Estimate.
288,Ghana,2020,Employment by industry: Industry (%) Female,24.063,Estimate.
288,Ghana,2020,Employment by industry: Services (%) Female,54.686,Estimate.
300,Greece,2005,Employment by industry: Agriculture (%) Male and Female,12.159,
300,Greece,2005,Employment by industry: Industry (%) Male and Female,22.391,
300,Greece,2005,Employment by industry: Services (%) Male and Female,65.45,
300,Greece,2005,Employment by industry: Agriculture (%) Male,11.323,
300,Greece,2005,Employment by industry: Industry (%) Male,30.023,
300,Greece,2005,Employment by industry: Services (%) Male,58.655,
300,Greece,2005,Employment by industry: Agriculture (%) Female,13.526,
300,Greece,2005,Employment by industry: Industry (%) Female,9.909,
300,Greece,2005,Employment by industry: Services (%) Female,76.564,
300,Greece,2010,Employment by industry: Agriculture (%) Male and Female,12.396,
300,Greece,2010,Employment by industry: Industry (%) Male and Female,19.587,
300,Greece,2010,Employment by industry: Services (%) Male and Female,68.017,
300,Greece,2010,Employment by industry: Agriculture (%) Male,12.263,
300,Greece,2010,Employment by industry: Industry (%) Male,27.621,
300,Greece,2010,Employment by industry: Services (%) Male,60.116,
300,Greece,2010,Employment by industry: Agriculture (%) Female,12.592,
300,Greece,2010,Employment by industry: Industry (%) Female,7.815,
300,Greece,2010,Employment by industry: Services (%) Female,79.593,
300,Greece,2015,Employment by industry: Agriculture (%) Male and Female,12.898,
300,Greece,2015,Employment by industry: Industry (%) Male and Female,14.939,
300,Greece,2015,Employment by industry: Services (%) Male and Female,72.163,
300,Greece,2015,Employment by industry: Agriculture (%) Male,13.284,
300,Greece,2015,Employment by industry: Industry (%) Male,19.931,
300,Greece,2015,Employment by industry: Services (%) Male,66.785,
300,Greece,2015,Employment by industry: Agriculture (%) Female,12.359,
300,Greece,2015,Employment by industry: Industry (%) Female,7.971,
300,Greece,2015,Employment by industry: Services (%) Female,79.67,
300,Greece,2020,Employment by industry: Agriculture (%) Male and Female,11.707,Estimate.
300,Greece,2020,Employment by industry: Industry (%) Male and Female,15.17,Estimate.
300,Greece,2020,Employment by industry: Services (%) Male and Female,73.123,Estimate.
300,Greece,2020,Employment by industry: Agriculture (%) Male,12.217,Estimate.
300,Greece,2020,Employment by industry: Industry (%) Male,20.482,Estimate.
300,Greece,2020,Employment by industry: Services (%) Male,67.301,Estimate.
300,Greece,2020,Employment by industry: Agriculture (%) Female,10.985,Estimate.
300,Greece,2020,Employment by industry: Industry (%) Female,7.642,Estimate.
300,Greece,2020,Employment by industry: Services (%) Female,81.374,Estimate.
304,Greenland,2011,Employment by industry: Agriculture (%) Male and Female,4.6,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Industry (%) Male and Female,12.6,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Services (%) Male and Female,82.5,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Agriculture (%) Male,8.1,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Industry (%) Male,20.3,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Services (%) Male,71.3,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Agriculture (%) Female,0.3,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Industry (%) Female,3.3,"Population aged 15 to 64 years.;Nationals, residents."
304,Greenland,2011,Employment by industry: Services (%) Female,96.2,"Population aged 15 to 64 years.;Nationals, residents."
312,Guadeloupe,2010,Employment by industry: Industry (%) Male and Female,13.8,Excluding the institutional population.;Population aged 15 to 64 years.
312,Guadeloupe,2010,Employment by industry: Services (%) Male and Female,64.4,Excluding the institutional population.;Population aged 15 to 64 years.
312,Guadeloupe,2012,Employment by industry: Agriculture (%) Male and Female,3.3,Excluding the institutional population.;Population aged 15 to 64 years.
312,Guadeloupe,2012,Employment by industry: Industry (%) Male and Female,13.5,Excluding the institutional population.;Population aged 15 to 64 years.
312,Guadeloupe,2012,Employment by industry: Services (%) Male and Female,65.5,Excluding the institutional population.;Population aged 15 to 64 years.
316,Guam,2005,Employment by industry: Agriculture (%) Male and Female,0.398,Estimate.
316,Guam,2005,Employment by industry: Industry (%) Male and Female,14.171,Estimate.
316,Guam,2005,Employment by industry: Services (%) Male and Female,85.432,Estimate.
316,Guam,2005,Employment by industry: Agriculture (%) Male,0.566,Estimate.
316,Guam,2005,Employment by industry: Industry (%) Male,21.333,Estimate.
316,Guam,2005,Employment by industry: Services (%) Male,78.101,Estimate.
316,Guam,2005,Employment by industry: Agriculture (%) Female,0.149,Estimate.
316,Guam,2005,Employment by industry: Industry (%) Female,3.567,Estimate.
316,Guam,2005,Employment by industry: Services (%) Female,96.284,Estimate.
316,Guam,2010,Employment by industry: Agriculture (%) Male and Female,0.316,
316,Guam,2010,Employment by industry: Industry (%) Male and Female,15.075,
316,Guam,2010,Employment by industry: Services (%) Male and Female,84.609,
316,Guam,2010,Employment by industry: Agriculture (%) Male,0.452,
316,Guam,2010,Employment by industry: Industry (%) Male,22.656,
316,Guam,2010,Employment by industry: Services (%) Male,76.892,
316,Guam,2010,Employment by industry: Agriculture (%) Female,0.112,
316,Guam,2010,Employment by industry: Industry (%) Female,3.771,
316,Guam,2010,Employment by industry: Services (%) Female,96.117,
316,Guam,2015,Employment by industry: Agriculture (%) Male and Female,0.268,Estimate.
316,Guam,2015,Employment by industry: Industry (%) Male and Female,14.822,Estimate.
316,Guam,2015,Employment by industry: Services (%) Male and Female,84.91,Estimate.
316,Guam,2015,Employment by industry: Agriculture (%) Male,0.389,Estimate.
316,Guam,2015,Employment by industry: Industry (%) Male,22.477,Estimate.
316,Guam,2015,Employment by industry: Services (%) Male,77.133,Estimate.
316,Guam,2015,Employment by industry: Agriculture (%) Female,0.09,Estimate.
316,Guam,2015,Employment by industry: Industry (%) Female,3.658,Estimate.
316,Guam,2015,Employment by industry: Services (%) Female,96.252,Estimate.
316,Guam,2020,Employment by industry: Agriculture (%) Male and Female,0.23,Estimate.
316,Guam,2020,Employment by industry: Industry (%) Male and Female,14.279,Estimate.
316,Guam,2020,Employment by industry: Services (%) Male and Female,85.491,Estimate.
316,Guam,2020,Employment by industry: Agriculture (%) Male,0.338,Estimate.
316,Guam,2020,Employment by industry: Industry (%) Male,21.64,Estimate.
316,Guam,2020,Employment by industry: Services (%) Male,78.023,Estimate.
316,Guam,2020,Employment by industry: Agriculture (%) Female,0.073,Estimate.
316,Guam,2020,Employment by industry: Industry (%) Female,3.474,Estimate.
316,Guam,2020,Employment by industry: Services (%) Female,96.453,Estimate.
320,Guatemala,2005,Employment by industry: Agriculture (%) Male and Female,34.746,Estimate.
320,Guatemala,2005,Employment by industry: Industry (%) Male and Female,21.401,Estimate.
320,Guatemala,2005,Employment by industry: Services (%) Male and Female,43.853,Estimate.
320,Guatemala,2005,Employment by industry: Agriculture (%) Male,45.513,Estimate.
320,Guatemala,2005,Employment by industry: Industry (%) Male,21.961,Estimate.
320,Guatemala,2005,Employment by industry: Services (%) Male,32.527,Estimate.
320,Guatemala,2005,Employment by industry: Agriculture (%) Female,14.505,Estimate.
320,Guatemala,2005,Employment by industry: Industry (%) Female,20.349,Estimate.
320,Guatemala,2005,Employment by industry: Services (%) Female,65.146,Estimate.
320,Guatemala,2010,Employment by industry: Agriculture (%) Male and Female,33.5,
320,Guatemala,2010,Employment by industry: Industry (%) Male and Female,22.008,
320,Guatemala,2010,Employment by industry: Services (%) Male and Female,44.492,
320,Guatemala,2010,Employment by industry: Agriculture (%) Male,43.917,
320,Guatemala,2010,Employment by industry: Industry (%) Male,20.96,
320,Guatemala,2010,Employment by industry: Services (%) Male,35.123,
320,Guatemala,2010,Employment by industry: Agriculture (%) Female,13.488,
320,Guatemala,2010,Employment by industry: Industry (%) Female,24.022,
320,Guatemala,2010,Employment by industry: Services (%) Female,62.489,
320,Guatemala,2015,Employment by industry: Agriculture (%) Male and Female,31.876,
320,Guatemala,2015,Employment by industry: Industry (%) Male and Female,18.895,
320,Guatemala,2015,Employment by industry: Services (%) Male and Female,49.23,
320,Guatemala,2015,Employment by industry: Agriculture (%) Male,42.575,
320,Guatemala,2015,Employment by industry: Industry (%) Male,19.467,
320,Guatemala,2015,Employment by industry: Services (%) Male,37.957,
320,Guatemala,2015,Employment by industry: Agriculture (%) Female,9.806,
320,Guatemala,2015,Employment by industry: Industry (%) Female,17.713,
320,Guatemala,2015,Employment by industry: Services (%) Female,72.481,
320,Guatemala,2020,Employment by industry: Agriculture (%) Male and Female,31.289,Estimate.
320,Guatemala,2020,Employment by industry: Industry (%) Male and Female,18.417,Estimate.
320,Guatemala,2020,Employment by industry: Services (%) Male and Female,50.293,Estimate.
320,Guatemala,2020,Employment by industry: Agriculture (%) Male,41.778,Estimate.
320,Guatemala,2020,Employment by industry: Industry (%) Male,19.35,Estimate.
320,Guatemala,2020,Employment by industry: Services (%) Male,38.872,Estimate.
320,Guatemala,2020,Employment by industry: Agriculture (%) Female,9.746,Estimate.
320,Guatemala,2020,Employment by industry: Industry (%) Female,16.501,Estimate.
320,Guatemala,2020,Employment by industry: Services (%) Female,73.753,Estimate.
831,Guernsey,2013,Employment by industry: Agriculture (%) Male and Female,1.5,
831,Guernsey,2013,Employment by industry: Industry (%) Male and Female,13.6,
831,Guernsey,2013,Employment by industry: Services (%) Male and Female,84.8,
831,Guernsey,2013,Employment by industry: Agriculture (%) Male,1,
