Region/Country/Area		Year	Series	Value	Footnotes	Source
360	Indonesia	2010	Employment by industry: Industry (%) Female	14.945		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2010	Employment by industry: Services (%) Female	46.654		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Agriculture (%) Male and Female	33.044		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Industry (%) Male and Female	22.038		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Services (%) Male and Female	44.918		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Agriculture (%) Male	33.312		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Industry (%) Male	25.902		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Services (%) Male	40.786		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Agriculture (%) Female	32.608		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Industry (%) Female	15.761		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2015	Employment by industry: Services (%) Female	51.631		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Agriculture (%) Male and Female	27.726	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Industry (%) Male and Female	22.651	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Services (%) Male and Female	49.623	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Agriculture (%) Male	29.155	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Industry (%) Male	26.271	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Services (%) Male	44.575	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Agriculture (%) Female	25.528	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Industry (%) Female	17.083	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
360	Indonesia	2020	Employment by industry: Services (%) Female	57.389	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Agriculture (%) Male and Female	24.75		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Industry (%) Male and Female	30.374		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Services (%) Male and Female	44.876		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Agriculture (%) Male	22.711		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Industry (%) Male	30.834		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Services (%) Male	46.456		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Agriculture (%) Female	33.592		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Industry (%) Female	28.382		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2005	Employment by industry: Services (%) Female	38.026		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Agriculture (%) Male and Female	19.222		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Industry (%) Male and Female	32.203		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Services (%) Male and Female	48.575		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Agriculture (%) Male	17.468		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Industry (%) Male	33.765		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Services (%) Male	48.767		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Agriculture (%) Female	27.963		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Industry (%) Female	24.422		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2010	Employment by industry: Services (%) Female	47.615		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Agriculture (%) Male and Female	18.034		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Industry (%) Male and Female	32.527		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Services (%) Male and Female	49.44		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Agriculture (%) Male	17.147		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Industry (%) Male	34.144		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Services (%) Male	48.709		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Agriculture (%) Female	22.82		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Industry (%) Female	23.796		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2015	Employment by industry: Services (%) Female	53.384		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Agriculture (%) Male and Female	17.816	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Industry (%) Male and Female	30.326	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Services (%) Male and Female	51.859	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Agriculture (%) Male	17.242	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Industry (%) Male	31.629	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Services (%) Male	51.129	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Agriculture (%) Female	20.474	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Industry (%) Female	24.291	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
364	Iran (Islamic Republic of)	2020	Employment by industry: Services (%) Female	55.235	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Agriculture (%) Male and Female	24.907	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Industry (%) Male and Female	20.913	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Services (%) Male and Female	54.18	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Agriculture (%) Male	25.034	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Industry (%) Male	22.074	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Services (%) Male	52.891	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Agriculture (%) Female	24.116	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Industry (%) Female	13.702	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2005	Employment by industry: Services (%) Female	62.182	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Agriculture (%) Male and Female	21.886	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Industry (%) Male and Female	21.675	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Services (%) Male and Female	56.439	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Agriculture (%) Male	21.986	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Industry (%) Male	23.118	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Services (%) Male	54.896	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Agriculture (%) Female	21.268	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Industry (%) Female	12.788	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2010	Employment by industry: Services (%) Female	65.943	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Agriculture (%) Male and Female	19.365	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Industry (%) Male and Female	22.757	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Services (%) Male and Female	57.879	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Agriculture (%) Male	19.381	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Industry (%) Male	24.534	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Services (%) Male	56.085	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Agriculture (%) Female	19.262	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Industry (%) Female	11.802	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2015	Employment by industry: Services (%) Female	68.936	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Agriculture (%) Male and Female	17.788	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Industry (%) Male and Female	22.353	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Services (%) Male and Female	59.86	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Agriculture (%) Male	17.862	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Industry (%) Male	23.777	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Services (%) Male	58.361	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Agriculture (%) Female	17.178	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Industry (%) Female	10.718	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
368	Iraq	2020	Employment by industry: Services (%) Female	72.105	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Agriculture (%) Male and Female	5.906		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Industry (%) Male and Female	27.601		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Services (%) Male and Female	66.493		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Agriculture (%) Male	9.297		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Industry (%) Male	39.168		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Services (%) Male	51.535		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Agriculture (%) Female	1.3		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Industry (%) Female	11.891		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2005	Employment by industry: Services (%) Female	86.809		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Agriculture (%) Male and Female	5.753		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Industry (%) Male and Female	18.087		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Services (%) Male and Female	76.16		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Agriculture (%) Male	9.093		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Industry (%) Male	26.265		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Services (%) Male	64.642		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Agriculture (%) Female	1.901		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Industry (%) Female	8.651		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2010	Employment by industry: Services (%) Female	89.448		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Agriculture (%) Male and Female	5.337		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Industry (%) Male and Female	18.111		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Services (%) Male and Female	76.552		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Agriculture (%) Male	8.477		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Industry (%) Male	26.184		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Services (%) Male	65.339		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Agriculture (%) Female	1.604		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Industry (%) Female	8.515		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2015	Employment by industry: Services (%) Female	89.882		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Agriculture (%) Male and Female	4.487	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Industry (%) Male and Female	18.531	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Services (%) Male and Female	76.982	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Agriculture (%) Male	7.171	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Industry (%) Male	27.361	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Services (%) Male	65.467	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Agriculture (%) Female	1.34	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Industry (%) Female	8.18	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
372	Ireland	2020	Employment by industry: Services (%) Female	90.48	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Agriculture (%) Male and Female	1.4	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Industry (%) Male and Female	16.1	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Services (%) Male and Female	82.5	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Agriculture (%) Male	2.2	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Industry (%) Male	25	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Services (%) Male	72.9	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Agriculture (%) Female	0.5	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Industry (%) Female	5.5	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2001	Employment by industry: Services (%) Female	94	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Agriculture (%) Male and Female	1.9	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
833	Isle of Man	2006	Employment by industry: Industry (%) Male and Female	14.8	Data classified according to ISIC Rev. 3.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
